SalesOrderID,ProductID,Month,Year,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,CustomerID,SubTotal
46211,763,Apr,2012,25-04-2012,20-04-2012,5,1,SO46211,18163,699.0982
46212,751,Apr,2012,25-04-2012,20-04-2012,5,1,SO46212,12173,3578.27
46213,753,Apr,2012,25-04-2012,20-04-2012,5,1,SO46213,12050,3578.27
46214,750,Apr,2012,25-04-2012,20-04-2012,5,1,SO46214,12072,3578.27
46215,749,Apr,2012,25-04-2012,20-04-2012,5,1,SO46215,20429,3578.27
46216,753,Apr,2012,25-04-2012,20-04-2012,5,1,SO46216,20456,3578.27
46217,753,Apr,2012,25-04-2012,20-04-2012,5,1,SO46217,20614,3578.27
46218,752,Apr,2012,26-04-2012,21-04-2012,5,1,SO46218,12820,3578.27
46219,752,Apr,2012,26-04-2012,21-04-2012,5,1,SO46219,24332,3578.27
46220,752,Apr,2012,26-04-2012,21-04-2012,5,1,SO46220,24344,3578.27
46221,753,Apr,2012,26-04-2012,21-04-2012,5,1,SO46221,23866,3578.27
46222,767,Apr,2012,26-04-2012,21-04-2012,5,1,SO46222,14891,699.0982
46223,762,Apr,2012,26-04-2012,21-04-2012,5,1,SO46223,14892,699.0982
46224,763,Apr,2012,26-04-2012,21-04-2012,5,1,SO46224,14902,699.0982
46225,752,Apr,2012,26-04-2012,21-04-2012,5,1,SO46225,20261,3578.27
46226,752,Apr,2012,26-04-2012,21-04-2012,5,1,SO46226,13263,3578.27
46227,778,Apr,2012,26-04-2012,21-04-2012,5,1,SO46227,11990,3374.99
46228,776,Apr,2012,26-04-2012,21-04-2012,5,1,SO46228,11993,3374.99
46229,771,Apr,2012,27-04-2012,22-04-2012,5,1,SO46229,11395,3399.99
46230,771,Apr,2012,27-04-2012,22-04-2012,5,1,SO46230,11493,3399.99
46231,749,Apr,2012,27-04-2012,22-04-2012,5,1,SO46231,12016,3578.27
46232,750,Apr,2012,27-04-2012,22-04-2012,5,1,SO46232,12058,3578.27
46233,753,Apr,2012,27-04-2012,22-04-2012,5,1,SO46233,23867,3578.27
46234,751,Apr,2012,27-04-2012,22-04-2012,5,1,SO46234,12110,3578.27
46235,751,Apr,2012,27-04-2012,22-04-2012,5,1,SO46235,12151,3578.27
46236,777,Apr,2012,27-04-2012,22-04-2012,5,1,SO46236,12001,3374.99
46237,751,Apr,2012,27-04-2012,22-04-2012,5,1,SO46237,12843,3578.27
46238,750,Apr,2012,28-04-2012,23-04-2012,5,1,SO46238,14838,3578.27
46239,751,Apr,2012,28-04-2012,23-04-2012,5,1,SO46239,14927,3578.27
46240,753,Apr,2012,28-04-2012,23-04-2012,5,1,SO46240,23868,3578.27
46241,772,Apr,2012,28-04-2012,23-04-2012,5,1,SO46241,20034,3399.99
46242,753,Apr,2012,28-04-2012,23-04-2012,5,1,SO46242,20423,3578.27
46243,750,Apr,2012,28-04-2012,23-04-2012,5,1,SO46243,20613,3578.27
46244,749,Apr,2012,28-04-2012,23-04-2012,5,1,SO46244,13504,3578.27
46245,753,Apr,2012,28-04-2012,23-04-2012,5,1,SO46245,14967,3578.27
46246,753,Apr,2012,29-04-2012,24-04-2012,5,1,SO46246,12143,3578.27
46247,766,Apr,2012,29-04-2012,24-04-2012,5,1,SO46247,14882,699.0982
46248,761,Apr,2012,29-04-2012,24-04-2012,5,1,SO46248,14896,699.0982
46249,774,Apr,2012,29-04-2012,24-04-2012,5,1,SO46249,12000,3399.99
46250,752,Apr,2012,29-04-2012,24-04-2012,5,1,SO46250,14940,3578.27
46251,777,Apr,2012,29-04-2012,24-04-2012,5,1,SO46251,11998,3374.99
46252,752,Apr,2012,30-04-2012,25-04-2012,5,1,SO46252,14939,3578.27
46253,750,Apr,2012,30-04-2012,25-04-2012,5,1,SO46253,12082,3578.27
46254,749,Apr,2012,30-04-2012,25-04-2012,5,1,SO46254,12096,3578.27
46255,751,Apr,2012,30-04-2012,25-04-2012,5,1,SO46255,20451,3578.27
46256,753,Apr,2012,30-04-2012,25-04-2012,5,1,SO46256,15652,3578.27
46257,773,Apr,2012,30-04-2012,25-04-2012,5,1,SO46257,11992,3399.99
46258,752,Apr,2012,01-05-2012,26-04-2012,5,1,SO46258,12160,3578.27
46259,752,Apr,2012,01-05-2012,26-04-2012,5,1,SO46259,12025,3578.27
46260,749,Apr,2012,01-05-2012,26-04-2012,5,1,SO46260,12108,3578.27
46261,775,Apr,2012,01-05-2012,26-04-2012,5,1,SO46261,26075,3374.99
46262,752,Apr,2012,01-05-2012,26-04-2012,5,1,SO46262,20445,3578.27
46263,749,Apr,2012,01-05-2012,26-04-2012,5,1,SO46263,12834,3578.27
46264,777,Apr,2012,02-05-2012,27-04-2012,5,1,SO46264,28491,3374.99
46265,751,Apr,2012,02-05-2012,27-04-2012,5,1,SO46265,11934,3578.27
46266,753,Apr,2012,02-05-2012,27-04-2012,5,1,SO46266,20425,3578.27
46267,753,Apr,2012,02-05-2012,27-04-2012,5,1,SO46267,20448,3578.27
46268,750,Apr,2012,02-05-2012,27-04-2012,5,1,SO46268,20615,3578.27
46269,751,Apr,2012,02-05-2012,27-04-2012,5,1,SO46269,15638,3578.27
46270,751,Apr,2012,03-05-2012,28-04-2012,5,1,SO46270,24309,3578.27
46271,752,Apr,2012,03-05-2012,28-04-2012,5,1,SO46271,12172,3578.27
46272,750,Apr,2012,03-05-2012,28-04-2012,5,1,SO46272,12116,3578.27
46273,778,Apr,2012,03-05-2012,28-04-2012,5,1,SO46273,26060,3374.99
46274,777,Apr,2012,03-05-2012,28-04-2012,5,1,SO46274,26070,3374.99
46275,752,Apr,2012,03-05-2012,28-04-2012,5,1,SO46275,20450,3578.27
46276,750,Apr,2012,03-05-2012,28-04-2012,5,1,SO46276,20612,3578.27
46277,760,Apr,2012,04-05-2012,29-04-2012,5,1,SO46277,19482,699.0982
46278,762,Apr,2012,04-05-2012,29-04-2012,5,1,SO46278,19496,699.0982
46279,751,Apr,2012,04-05-2012,29-04-2012,5,1,SO46279,12155,3578.27
46280,750,Apr,2012,04-05-2012,29-04-2012,5,1,SO46280,12121,3578.27
46281,774,Apr,2012,04-05-2012,29-04-2012,5,1,SO46281,26057,3399.99
46282,772,Apr,2012,04-05-2012,29-04-2012,5,1,SO46282,26058,3399.99
46283,778,Apr,2012,04-05-2012,29-04-2012,5,1,SO46283,26093,3374.99
46284,763,Apr,2012,04-05-2012,29-04-2012,5,1,SO46284,14888,699.0982
46285,773,Apr,2012,04-05-2012,29-04-2012,5,1,SO46285,12005,3399.99
46286,768,Apr,2012,05-05-2012,30-04-2012,5,1,SO46286,18175,699.0982
46287,751,Apr,2012,05-05-2012,30-04-2012,5,1,SO46287,12026,3578.27
46288,750,Apr,2012,05-05-2012,30-04-2012,5,1,SO46288,12059,3578.27
46289,752,Apr,2012,05-05-2012,30-04-2012,5,1,SO46289,12075,3578.27
46290,778,Apr,2012,05-05-2012,30-04-2012,5,1,SO46290,26066,3374.99
46291,752,Apr,2012,05-05-2012,30-04-2012,5,1,SO46291,20258,3578.27
46292,752,Apr,2012,05-05-2012,30-04-2012,5,1,SO46292,20418,3578.27
46293,750,Apr,2012,05-05-2012,30-04-2012,5,1,SO46293,14951,3578.27
46294,772,Apr,2012,05-05-2012,30-04-2012,5,1,SO46294,11986,3399.99
46295,764,Apr,2012,06-05-2012,01-05-2012,5,1,SO46295,20567,699.0982
46296,753,Apr,2012,06-05-2012,01-05-2012,5,1,SO46296,12170,3578.27
46297,752,Apr,2012,06-05-2012,01-05-2012,5,1,SO46297,12033,3578.27
46298,753,Apr,2012,06-05-2012,01-05-2012,5,1,SO46298,12071,3578.27
46299,753,Apr,2012,06-05-2012,01-05-2012,5,1,SO46299,20264,3578.27
46300,753,Apr,2012,06-05-2012,01-05-2012,5,1,SO46300,20452,3578.27
46301,752,Apr,2012,07-05-2012,02-05-2012,5,1,SO46301,12817,3578.27
46302,749,Apr,2012,07-05-2012,02-05-2012,5,1,SO46302,12083,3578.27
46303,769,Apr,2012,07-05-2012,02-05-2012,5,1,SO46303,25922,699.0982
46304,777,Apr,2012,07-05-2012,02-05-2012,5,1,SO46304,12002,3374.99
46305,750,Apr,2012,07-05-2012,02-05-2012,5,1,SO46305,14952,3578.27
46306,750,Apr,2012,08-05-2012,03-05-2012,5,1,SO46306,12164,3578.27
46307,753,Apr,2012,08-05-2012,03-05-2012,5,1,SO46307,20427,3578.27
46308,749,Apr,2012,08-05-2012,03-05-2012,5,1,SO46308,20609,3578.27
46309,777,Apr,2012,08-05-2012,03-05-2012,5,1,SO46309,11994,3374.99
46310,767,Apr,2012,08-05-2012,03-05-2012,5,1,SO46310,25938,699.0982
46311,753,Apr,2012,09-05-2012,04-05-2012,5,1,SO46311,12841,3578.27
46312,753,Apr,2012,10-05-2012,05-05-2012,5,1,SO46312,12153,3578.27
46313,752,Apr,2012,10-05-2012,05-05-2012,5,1,SO46313,12078,3578.27
46314,751,Apr,2012,10-05-2012,05-05-2012,5,1,SO46314,12112,3578.27
46315,750,Apr,2012,10-05-2012,05-05-2012,5,1,SO46315,12142,3578.27
46316,778,Apr,2012,10-05-2012,05-05-2012,5,1,SO46316,26083,3374.99
46317,766,Apr,2012,10-05-2012,05-05-2012,5,1,SO46317,14884,699.0982
46318,751,Apr,2012,10-05-2012,05-05-2012,5,1,SO46318,20444,3578.27
46319,750,Apr,2012,11-05-2012,06-05-2012,5,1,SO46319,12103,3578.27
46320,778,Apr,2012,11-05-2012,06-05-2012,5,1,SO46320,26084,3374.99
46321,764,Apr,2012,11-05-2012,06-05-2012,5,1,SO46321,14894,699.0982
46390,752,Apr,2012,12-05-2012,07-05-2012,5,1,SO46390,12440,3578.27
46391,751,Apr,2012,12-05-2012,07-05-2012,5,1,SO46391,20995,3578.27
46392,752,Apr,2012,12-05-2012,07-05-2012,5,1,SO46392,13537,3578.27
46393,753,Apr,2012,12-05-2012,07-05-2012,5,1,SO46393,15695,3578.27
50347,781,Apr,2013,13-04-2013,08-04-2013,5,1,SO50347,27405,2071.4196
50348,797,Apr,2013,13-04-2013,08-04-2013,5,1,SO50348,19311,1000.4375
50349,797,Apr,2013,13-04-2013,08-04-2013,5,1,SO50349,19314,1000.4375
50350,770,Apr,2013,13-04-2013,08-04-2013,5,1,SO50350,21103,782.99
50351,767,Apr,2013,13-04-2013,08-04-2013,5,1,SO50351,15885,782.99
50352,766,Apr,2013,13-04-2013,08-04-2013,5,1,SO50352,15948,782.99
50353,799,Apr,2013,13-04-2013,08-04-2013,5,1,SO50353,14440,1000.4375
50354,797,Apr,2013,13-04-2013,08-04-2013,5,1,SO50354,14456,1000.4375
50355,779,Apr,2013,13-04-2013,08-04-2013,5,1,SO50355,15268,2071.4196
50356,780,Apr,2013,13-04-2013,08-04-2013,5,1,SO50356,15600,2071.4196
50357,779,Apr,2013,13-04-2013,08-04-2013,5,1,SO50357,15643,2071.4196
50358,765,Apr,2013,13-04-2013,08-04-2013,5,1,SO50358,27339,782.99
50359,791,Apr,2013,13-04-2013,08-04-2013,5,1,SO50359,24274,2443.35
50360,789,Apr,2013,13-04-2013,08-04-2013,5,1,SO50360,24301,2443.35
50361,800,Apr,2013,13-04-2013,08-04-2013,5,1,SO50361,19510,1000.4375
50362,784,Apr,2013,14-04-2013,09-04-2013,5,1,SO50362,27292,2049.0982
50363,782,Apr,2013,14-04-2013,09-04-2013,5,1,SO50363,27263,2049.0982
50364,761,Apr,2013,14-04-2013,09-04-2013,5,1,SO50364,21106,782.99
50365,791,Apr,2013,14-04-2013,09-04-2013,5,1,SO50365,13925,2443.35
50366,790,Apr,2013,14-04-2013,09-04-2013,5,1,SO50366,26294,2443.35
50367,797,Apr,2013,14-04-2013,09-04-2013,5,1,SO50367,26572,1000.4375
50368,784,Apr,2013,14-04-2013,09-04-2013,5,1,SO50368,15265,2049.0982
50369,779,Apr,2013,14-04-2013,09-04-2013,5,1,SO50369,15642,2071.4196
50370,795,Apr,2013,14-04-2013,09-04-2013,5,1,SO50370,17941,2181.5625
50371,793,Apr,2013,15-04-2013,10-04-2013,5,1,SO50371,16431,2181.5625
50372,782,Apr,2013,15-04-2013,10-04-2013,5,1,SO50372,27440,2049.0982
50373,782,Apr,2013,15-04-2013,10-04-2013,5,1,SO50373,27260,2049.0982
50374,798,Apr,2013,15-04-2013,10-04-2013,5,1,SO50374,17787,1000.4375
50375,797,Apr,2013,15-04-2013,10-04-2013,5,1,SO50375,17830,1000.4375
50376,799,Apr,2013,15-04-2013,10-04-2013,5,1,SO50376,17831,1000.4375
50377,765,Apr,2013,15-04-2013,10-04-2013,5,1,SO50377,20913,782.99
50378,759,Apr,2013,15-04-2013,10-04-2013,5,1,SO50378,19473,782.99
50379,782,Apr,2013,15-04-2013,10-04-2013,5,1,SO50379,13251,2049.0982
50380,781,Apr,2013,15-04-2013,10-04-2013,5,1,SO50380,11420,2071.4196
50381,781,Apr,2013,15-04-2013,10-04-2013,5,1,SO50381,15436,2071.4196
50382,783,Apr,2013,15-04-2013,10-04-2013,5,1,SO50382,15591,2049.0982
50383,762,Apr,2013,15-04-2013,10-04-2013,5,1,SO50383,27353,782.99
50384,769,Apr,2013,15-04-2013,10-04-2013,5,1,SO50384,27371,782.99
50385,781,Apr,2013,16-04-2013,11-04-2013,5,1,SO50385,27258,2071.4196
50386,793,Apr,2013,16-04-2013,11-04-2013,5,1,SO50386,17942,2181.5625
50387,780,Apr,2013,16-04-2013,11-04-2013,5,1,SO50387,27407,2071.4196
50388,779,Apr,2013,16-04-2013,11-04-2013,5,1,SO50388,27266,2071.4196
50389,784,Apr,2013,16-04-2013,11-04-2013,5,1,SO50389,12813,2049.0982
50390,779,Apr,2013,16-04-2013,11-04-2013,5,1,SO50390,13253,2071.4196
50391,767,Apr,2013,16-04-2013,11-04-2013,5,1,SO50391,15901,782.99
50392,763,Apr,2013,16-04-2013,11-04-2013,5,1,SO50392,15902,782.99
50393,766,Apr,2013,16-04-2013,11-04-2013,5,1,SO50393,15918,782.99
50394,765,Apr,2013,16-04-2013,11-04-2013,5,1,SO50394,27557,782.99
50395,798,Apr,2013,16-04-2013,11-04-2013,5,1,SO50395,14439,1000.4375
50396,784,Apr,2013,16-04-2013,11-04-2013,5,1,SO50396,15439,2049.0982
50397,783,Apr,2013,16-04-2013,11-04-2013,5,1,SO50397,15588,2049.0982
50398,783,Apr,2013,16-04-2013,11-04-2013,5,1,SO50398,15645,2049.0982
50399,796,Apr,2013,16-04-2013,11-04-2013,5,1,SO50399,24457,2181.5625
50400,789,Apr,2013,17-04-2013,12-04-2013,5,1,SO50400,18173,2443.35
50401,792,Apr,2013,17-04-2013,12-04-2013,5,1,SO50401,18127,2181.5625
50402,784,Apr,2013,17-04-2013,12-04-2013,5,1,SO50402,21622,2049.0982
50403,759,Apr,2013,17-04-2013,12-04-2013,5,1,SO50403,20914,782.99
50404,782,Apr,2013,17-04-2013,12-04-2013,5,1,SO50404,11382,2049.0982
50405,800,Apr,2013,17-04-2013,12-04-2013,5,1,SO50405,14451,1000.4375
50406,783,Apr,2013,17-04-2013,12-04-2013,5,1,SO50406,15229,2049.0982
50407,792,Apr,2013,17-04-2013,12-04-2013,5,1,SO50407,24302,2181.5625
50408,793,Apr,2013,17-04-2013,12-04-2013,5,1,SO50408,24368,2181.5625
50409,792,Apr,2013,18-04-2013,13-04-2013,5,1,SO50409,18177,2181.5625
50410,795,Apr,2013,18-04-2013,13-04-2013,5,1,SO50410,18135,2181.5625
50411,796,Apr,2013,18-04-2013,13-04-2013,5,1,SO50411,18141,2181.5625
50412,782,Apr,2013,18-04-2013,13-04-2013,5,1,SO50412,27268,2049.0982
50413,780,Apr,2013,18-04-2013,13-04-2013,5,1,SO50413,27273,2071.4196
50414,800,Apr,2013,18-04-2013,13-04-2013,5,1,SO50414,19285,1000.4375
50415,760,Apr,2013,18-04-2013,13-04-2013,5,1,SO50415,20970,782.99
50416,784,Apr,2013,18-04-2013,13-04-2013,5,1,SO50416,11406,2049.0982
50417,782,Apr,2013,18-04-2013,13-04-2013,5,1,SO50417,11417,2049.0982
50418,764,Apr,2013,18-04-2013,13-04-2013,5,1,SO50418,15897,782.99
50419,800,Apr,2013,18-04-2013,13-04-2013,5,1,SO50419,14453,1000.4375
50420,800,Apr,2013,18-04-2013,13-04-2013,5,1,SO50420,25215,1000.4375
50421,782,Apr,2013,18-04-2013,13-04-2013,5,1,SO50421,15724,2049.0982
50422,779,Apr,2013,18-04-2013,13-04-2013,5,1,SO50422,15223,2071.4196
50423,791,Apr,2013,18-04-2013,13-04-2013,5,1,SO50423,24360,2443.35
50424,795,Apr,2013,19-04-2013,14-04-2013,5,1,SO50424,16433,2181.5625
50425,783,Apr,2013,19-04-2013,14-04-2013,5,1,SO50425,27421,2049.0982
50426,780,Apr,2013,19-04-2013,14-04-2013,5,1,SO50426,21642,2071.4196
50427,766,Apr,2013,19-04-2013,14-04-2013,5,1,SO50427,15944,782.99
50428,797,Apr,2013,19-04-2013,14-04-2013,5,1,SO50428,14421,1000.4375
50429,800,Apr,2013,19-04-2013,14-04-2013,5,1,SO50429,14433,1000.4375
50430,800,Apr,2013,19-04-2013,14-04-2013,5,1,SO50430,25126,1000.4375
50431,791,Apr,2013,19-04-2013,14-04-2013,5,1,SO50431,24371,2443.35
50432,795,Apr,2013,20-04-2013,15-04-2013,5,1,SO50432,17940,2181.5625
50433,762,Apr,2013,20-04-2013,15-04-2013,5,1,SO50433,21008,782.99
50434,794,Apr,2013,20-04-2013,15-04-2013,5,1,SO50434,13912,2181.5625
50435,781,Apr,2013,20-04-2013,15-04-2013,5,1,SO50435,12873,2071.4196
50436,799,Apr,2013,20-04-2013,15-04-2013,5,1,SO50436,25133,1000.4375
50437,782,Apr,2013,20-04-2013,15-04-2013,5,1,SO50437,15647,2049.0982
50438,792,Apr,2013,21-04-2013,16-04-2013,5,1,SO50438,17929,2181.5625
50439,783,Apr,2013,21-04-2013,16-04-2013,5,1,SO50439,21618,2049.0982
50440,797,Apr,2013,21-04-2013,16-04-2013,5,1,SO50440,19502,1000.4375
50441,760,Apr,2013,21-04-2013,16-04-2013,5,1,SO50441,21104,782.99
50442,779,Apr,2013,21-04-2013,16-04-2013,5,1,SO50442,11402,2071.4196
50443,784,Apr,2013,21-04-2013,16-04-2013,5,1,SO50443,11416,2049.0982
50444,801,Apr,2013,21-04-2013,16-04-2013,5,1,SO50444,14438,1000.4375
50445,800,Apr,2013,21-04-2013,16-04-2013,5,1,SO50445,26615,1000.4375
50446,800,Apr,2013,21-04-2013,16-04-2013,5,1,SO50446,25127,1000.4375
50447,784,Apr,2013,21-04-2013,16-04-2013,5,1,SO50447,15726,2049.0982
50448,782,Apr,2013,21-04-2013,16-04-2013,5,1,SO50448,15219,2049.0982
50449,779,Apr,2013,21-04-2013,16-04-2013,5,1,SO50449,15435,2071.4196
50450,789,Apr,2013,22-04-2013,17-04-2013,5,1,SO50450,16416,2443.35
50451,783,Apr,2013,22-04-2013,17-04-2013,5,1,SO50451,27272,2049.0982
50452,783,Apr,2013,22-04-2013,17-04-2013,5,1,SO50452,27280,2049.0982
50453,797,Apr,2013,22-04-2013,17-04-2013,5,1,SO50453,17779,1000.4375
50454,801,Apr,2013,22-04-2013,17-04-2013,5,1,SO50454,19493,1000.4375
50455,767,Apr,2013,22-04-2013,17-04-2013,5,1,SO50455,19480,782.99
50456,783,Apr,2013,22-04-2013,17-04-2013,5,1,SO50456,15723,2049.0982
50457,782,Apr,2013,22-04-2013,17-04-2013,5,1,SO50457,15227,2049.0982
50458,780,Apr,2013,22-04-2013,17-04-2013,5,1,SO50458,15438,2071.4196
50459,790,Apr,2013,22-04-2013,17-04-2013,5,1,SO50459,24458,2443.35
50460,764,Apr,2013,22-04-2013,17-04-2013,5,1,SO50460,27352,782.99
50461,769,Apr,2013,22-04-2013,17-04-2013,5,1,SO50461,27355,782.99
50462,792,Apr,2013,22-04-2013,17-04-2013,5,1,SO50462,24364,2181.5625
50463,791,Apr,2013,23-04-2013,18-04-2013,5,1,SO50463,18166,2443.35
50464,797,Apr,2013,23-04-2013,18-04-2013,5,1,SO50464,19499,1000.4375
50465,797,Apr,2013,23-04-2013,18-04-2013,5,1,SO50465,19294,1000.4375
50466,764,Apr,2013,23-04-2013,18-04-2013,5,1,SO50466,21105,782.99
