872,Road Bottle Cage,06-08-2013,18-08-2013,13-08-2013,5,1,SO53970,18696,2571.30
870,Water Bottle - 30 oz.,06-08-2013,18-08-2013,13-08-2013,5,1,SO53970,18696,2571.30
880,Hydration Pack - 70 oz.,06-08-2013,18-08-2013,13-08-2013,5,1,SO53970,18696,2571.30
712,AWC Logo Cap,06-08-2013,18-08-2013,13-08-2013,5,1,SO53970,18696,2571.30
715,"Long-Sleeve Logo Jersey, L",06-08-2013,18-08-2013,13-08-2013,5,1,SO53970,18696,2571.30
795,"Road-250 Black, 52",19-11-2013,01-12-2013,26-11-2013,5,1,SO60466,22501,2566.80
870,Water Bottle - 30 oz.,19-11-2013,01-12-2013,26-11-2013,5,1,SO60466,22501,2566.80
872,Road Bottle Cage,19-11-2013,01-12-2013,26-11-2013,5,1,SO60466,22501,2566.80
711,"Sport-100 Helmet, Blue",19-11-2013,01-12-2013,26-11-2013,5,1,SO60466,22501,2566.80
858,"Half-Finger Gloves, S",19-11-2013,01-12-2013,26-11-2013,5,1,SO60466,22501,2566.80
715,"Long-Sleeve Logo Jersey, L",19-11-2013,01-12-2013,26-11-2013,5,1,SO60466,22501,2566.80
796,"Road-250 Black, 58",08-08-2013,20-08-2013,15-08-2013,5,1,SO54048,19502,2564.92
922,Road Tire Tube,08-08-2013,20-08-2013,15-08-2013,5,1,SO54048,19502,2564.92
933,HL Road Tire,08-08-2013,20-08-2013,15-08-2013,5,1,SO54048,19502,2564.92
707,"Sport-100 Helmet, Red",08-08-2013,20-08-2013,15-08-2013,5,1,SO54048,19502,2564.92
714,"Long-Sleeve Logo Jersey, M",08-08-2013,20-08-2013,15-08-2013,5,1,SO54048,19502,2564.92
794,"Road-250 Black, 48",20-09-2013,02-10-2013,27-09-2013,5,1,SO56523,20346,2564.92
933,HL Road Tire,20-09-2013,02-10-2013,27-09-2013,5,1,SO56523,20346,2564.92
922,Road Tire Tube,20-09-2013,02-10-2013,27-09-2013,5,1,SO56523,20346,2564.92
707,"Sport-100 Helmet, Red",20-09-2013,02-10-2013,27-09-2013,5,1,SO56523,20346,2564.92
715,"Long-Sleeve Logo Jersey, L",20-09-2013,02-10-2013,27-09-2013,5,1,SO56523,20346,2564.92
793,"Road-250 Black, 44",07-09-2013,19-09-2013,14-09-2013,5,1,SO55823,20150,2564.92
922,Road Tire Tube,07-09-2013,19-09-2013,14-09-2013,5,1,SO55823,20150,2564.92
933,HL Road Tire,07-09-2013,19-09-2013,14-09-2013,5,1,SO55823,20150,2564.92
708,"Sport-100 Helmet, Black",07-09-2013,19-09-2013,14-09-2013,5,1,SO55823,20150,2564.92
713,"Long-Sleeve Logo Jersey, S",07-09-2013,19-09-2013,14-09-2013,5,1,SO55823,20150,2564.92
795,"Road-250 Black, 52",18-10-2013,30-10-2013,25-10-2013,5,1,SO58234,20405,2563.35
876,Hitch Rack - 4-Bike,18-10-2013,30-10-2013,25-10-2013,5,1,SO58234,20405,2563.35
796,"Road-250 Black, 58",20-10-2013,01-11-2013,27-10-2013,5,1,SO58299,24573,2563.35
876,Hitch Rack - 4-Bike,20-10-2013,01-11-2013,27-10-2013,5,1,SO58299,24573,2563.35
795,"Road-250 Black, 52",06-08-2013,18-08-2013,13-08-2013,5,1,SO53969,18746,2556.82
711,"Sport-100 Helmet, Blue",06-08-2013,18-08-2013,13-08-2013,5,1,SO53969,18746,2556.82
881,"Short-Sleeve Classic Jersey, S",06-08-2013,18-08-2013,13-08-2013,5,1,SO53969,18746,2556.82
858,"Half-Finger Gloves, S",06-08-2013,18-08-2013,13-08-2013,5,1,SO53969,18746,2556.82
795,"Road-250 Black, 52",17-11-2013,29-11-2013,24-11-2013,5,1,SO60336,24847,2552.82
711,"Sport-100 Helmet, Blue",17-11-2013,29-11-2013,24-11-2013,5,1,SO60336,24847,2552.82
714,"Long-Sleeve Logo Jersey, M",17-11-2013,29-11-2013,24-11-2013,5,1,SO60336,24847,2552.82
858,"Half-Finger Gloves, S",17-11-2013,29-11-2013,24-11-2013,5,1,SO60336,24847,2552.82
793,"Road-250 Black, 44",31-12-2013,12-01-2014,07-01-2014,5,1,SO63298,14185,2543.44
933,HL Road Tire,31-12-2013,12-01-2014,07-01-2014,5,1,SO63298,14185,2543.44
922,Road Tire Tube,31-12-2013,12-01-2014,07-01-2014,5,1,SO63298,14185,2543.44
865,"Classic Vest, M",31-12-2013,12-01-2014,07-01-2014,5,1,SO63298,14185,2543.44
795,"Road-250 Black, 52",30-07-2013,11-08-2013,06-08-2013,5,1,SO53413,26399,2543.44
922,Road Tire Tube,30-07-2013,11-08-2013,06-08-2013,5,1,SO53413,26399,2543.44
933,HL Road Tire,30-07-2013,11-08-2013,06-08-2013,5,1,SO53413,26399,2543.44
865,"Classic Vest, M",30-07-2013,11-08-2013,06-08-2013,5,1,SO53413,26399,2543.44
792,"Road-250 Red, 58",18-08-2013,30-08-2013,25-08-2013,5,1,SO54586,18496,2543.44
922,Road Tire Tube,18-08-2013,30-08-2013,25-08-2013,5,1,SO54586,18496,2543.44
864,"Classic Vest, S",18-08-2013,30-08-2013,25-08-2013,5,1,SO54586,18496,2543.44
933,HL Road Tire,18-08-2013,30-08-2013,25-08-2013,5,1,SO54586,18496,2543.44
794,"Road-250 Black, 48",18-07-2013,30-07-2013,25-07-2013,5,1,SO52785,19448,2543.44
933,HL Road Tire,18-07-2013,30-07-2013,25-07-2013,5,1,SO52785,19448,2543.44
922,Road Tire Tube,18-07-2013,30-07-2013,25-07-2013,5,1,SO52785,19448,2543.44
864,"Classic Vest, S",18-07-2013,30-07-2013,25-07-2013,5,1,SO52785,19448,2543.44
795,"Road-250 Black, 52",27-06-2013,09-07-2013,04-07-2013,5,1,SO51635,18242,2543.44
933,HL Road Tire,27-06-2013,09-07-2013,04-07-2013,5,1,SO51635,18242,2543.44
864,"Classic Vest, S",27-06-2013,09-07-2013,04-07-2013,5,1,SO51635,18242,2543.44
922,Road Tire Tube,27-06-2013,09-07-2013,04-07-2013,5,1,SO51635,18242,2543.44
795,"Road-250 Black, 52",18-06-2013,30-06-2013,25-06-2013,5,1,SO51483,23606,2543.44
922,Road Tire Tube,18-06-2013,30-06-2013,25-06-2013,5,1,SO51483,23606,2543.44
865,"Classic Vest, M",18-06-2013,30-06-2013,25-06-2013,5,1,SO51483,23606,2543.44
933,HL Road Tire,18-06-2013,30-06-2013,25-06-2013,5,1,SO51483,23606,2543.44
793,"Road-250 Black, 44",29-08-2013,10-09-2013,05-09-2013,5,1,SO55219,20324,2543.44
922,Road Tire Tube,29-08-2013,10-09-2013,05-09-2013,5,1,SO55219,20324,2543.44
933,HL Road Tire,29-08-2013,10-09-2013,05-09-2013,5,1,SO55219,20324,2543.44
865,"Classic Vest, M",29-08-2013,10-09-2013,05-09-2013,5,1,SO55219,20324,2543.44
793,"Road-250 Black, 44",30-05-2013,11-06-2013,06-06-2013,5,1,SO51180,16313,2542.31
872,Road Bottle Cage,30-05-2013,11-06-2013,06-06-2013,5,1,SO51180,16313,2542.31
870,Water Bottle - 30 oz.,30-05-2013,11-06-2013,06-06-2013,5,1,SO51180,16313,2542.31
707,"Sport-100 Helmet, Red",30-05-2013,11-06-2013,06-06-2013,5,1,SO51180,16313,2542.31
714,"Long-Sleeve Logo Jersey, M",30-05-2013,11-06-2013,06-06-2013,5,1,SO51180,16313,2542.31
796,"Road-250 Black, 58",14-11-2013,26-11-2013,21-11-2013,5,1,SO60164,19960,2541.84
707,"Sport-100 Helmet, Red",14-11-2013,26-11-2013,21-11-2013,5,1,SO60164,19960,2541.84
864,"Classic Vest, S",14-11-2013,26-11-2013,21-11-2013,5,1,SO60164,19960,2541.84
796,"Road-250 Black, 58",29-07-2013,10-08-2013,05-08-2013,5,1,SO53349,18297,2541.32
708,"Sport-100 Helmet, Black",29-07-2013,10-08-2013,05-08-2013,5,1,SO53349,18297,2541.32
712,AWC Logo Cap,29-07-2013,10-08-2013,05-08-2013,5,1,SO53349,18297,2541.32
881,"Short-Sleeve Classic Jersey, S",29-07-2013,10-08-2013,05-08-2013,5,1,SO53349,18297,2541.32
796,"Road-250 Black, 58",19-07-2013,31-07-2013,26-07-2013,5,1,SO52841,18296,2539.42
933,HL Road Tire,19-07-2013,31-07-2013,26-07-2013,5,1,SO52841,18296,2539.42
922,Road Tire Tube,19-07-2013,31-07-2013,26-07-2013,5,1,SO52841,18296,2539.42
707,"Sport-100 Helmet, Red",19-07-2013,31-07-2013,26-07-2013,5,1,SO52841,18296,2539.42
859,"Half-Finger Gloves, M",19-07-2013,31-07-2013,26-07-2013,5,1,SO52841,18296,2539.42
795,"Road-250 Black, 52",15-09-2013,27-09-2013,22-09-2013,5,1,SO56265,19560,2539.42
933,HL Road Tire,15-09-2013,27-09-2013,22-09-2013,5,1,SO56265,19560,2539.42
922,Road Tire Tube,15-09-2013,27-09-2013,22-09-2013,5,1,SO56265,19560,2539.42
708,"Sport-100 Helmet, Black",15-09-2013,27-09-2013,22-09-2013,5,1,SO56265,19560,2539.42
858,"Half-Finger Gloves, S",15-09-2013,27-09-2013,22-09-2013,5,1,SO56265,19560,2539.42
793,"Road-250 Black, 44",04-12-2013,16-12-2013,11-12-2013,5,1,SO61523,20609,2539.42
922,Road Tire Tube,04-12-2013,16-12-2013,11-12-2013,5,1,SO61523,20609,2539.42
933,HL Road Tire,04-12-2013,16-12-2013,11-12-2013,5,1,SO61523,20609,2539.42
707,"Sport-100 Helmet, Red",04-12-2013,16-12-2013,11-12-2013,5,1,SO61523,20609,2539.42
860,"Half-Finger Gloves, L",04-12-2013,16-12-2013,11-12-2013,5,1,SO61523,20609,2539.42
793,"Road-250 Black, 44",14-12-2013,26-12-2013,21-12-2013,5,1,SO62140,17351,2539.42
933,HL Road Tire,14-12-2013,26-12-2013,21-12-2013,5,1,SO62140,17351,2539.42
922,Road Tire Tube,14-12-2013,26-12-2013,21-12-2013,5,1,SO62140,17351,2539.42
707,"Sport-100 Helmet, Red",14-12-2013,26-12-2013,21-12-2013,5,1,SO62140,17351,2539.42
859,"Half-Finger Gloves, M",14-12-2013,26-12-2013,21-12-2013,5,1,SO62140,17351,2539.42
794,"Road-250 Black, 48",24-08-2013,05-09-2013,31-08-2013,5,1,SO54940,23765,2535.81
872,Road Bottle Cage,24-08-2013,05-09-2013,31-08-2013,5,1,SO54940,23765,2535.81
870,Water Bottle - 30 oz.,24-08-2013,05-09-2013,31-08-2013,5,1,SO54940,23765,2535.81
883,"Short-Sleeve Classic Jersey, L",24-08-2013,05-09-2013,31-08-2013,5,1,SO54940,23765,2535.81
860,"Half-Finger Gloves, L",24-08-2013,05-09-2013,31-08-2013,5,1,SO54940,23765,2535.81
792,"Road-250 Red, 58",20-10-2013,01-11-2013,27-10-2013,5,1,SO58338,13525,2535.81
870,Water Bottle - 30 oz.,20-10-2013,01-11-2013,27-10-2013,5,1,SO58338,13525,2535.81
872,Road Bottle Cage,20-10-2013,01-11-2013,27-10-2013,5,1,SO58338,13525,2535.81
884,"Short-Sleeve Classic Jersey, XL",20-10-2013,01-11-2013,27-10-2013,5,1,SO58338,13525,2535.81
858,"Half-Finger Gloves, S",20-10-2013,01-11-2013,27-10-2013,5,1,SO58338,13525,2535.81
794,"Road-250 Black, 48",03-08-2013,15-08-2013,10-08-2013,5,1,SO53783,24534,2533.93
933,HL Road Tire,03-08-2013,15-08-2013,10-08-2013,5,1,SO53783,24534,2533.93
922,Road Tire Tube,03-08-2013,15-08-2013,10-08-2013,5,1,SO53783,24534,2533.93
882,"Short-Sleeve Classic Jersey, M",03-08-2013,15-08-2013,10-08-2013,5,1,SO53783,24534,2533.93
794,"Road-250 Black, 48",02-07-2013,14-07-2013,09-07-2013,5,1,SO51979,19477,2533.33
880,Hydration Pack - 70 oz.,02-07-2013,14-07-2013,09-07-2013,5,1,SO51979,19477,2533.33
708,"Sport-100 Helmet, Black",02-07-2013,14-07-2013,09-07-2013,5,1,SO51979,19477,2533.33
792,"Road-250 Red, 58",16-09-2013,28-09-2013,23-09-2013,5,1,SO56319,19555,2532.33
711,"Sport-100 Helmet, Blue",16-09-2013,28-09-2013,23-09-2013,5,1,SO56319,19555,2532.33
883,"Short-Sleeve Classic Jersey, L",16-09-2013,28-09-2013,23-09-2013,5,1,SO56319,19555,2532.33
792,"Road-250 Red, 58",28-12-2013,09-01-2014,04-01-2014,5,1,SO62954,28902,2529.93
922,Road Tire Tube,28-12-2013,09-01-2014,04-01-2014,5,1,SO62954,28902,2529.93
933,HL Road Tire,28-12-2013,09-01-2014,04-01-2014,5,1,SO62954,28902,2529.93
715,"Long-Sleeve Logo Jersey, L",28-12-2013,09-01-2014,04-01-2014,5,1,SO62954,28902,2529.93
792,"Road-250 Red, 58",19-09-2013,01-10-2013,26-09-2013,5,1,SO56444,16416,2528.33
711,"Sport-100 Helmet, Blue",19-09-2013,01-10-2013,26-09-2013,5,1,SO56444,16416,2528.33
715,"Long-Sleeve Logo Jersey, L",19-09-2013,01-10-2013,26-09-2013,5,1,SO56444,16416,2528.33
795,"Road-250 Black, 52",27-08-2013,08-09-2013,03-09-2013,5,1,SO55130,20339,2528.33
707,"Sport-100 Helmet, Red",27-08-2013,08-09-2013,03-09-2013,5,1,SO55130,20339,2528.33
713,"Long-Sleeve Logo Jersey, S",27-08-2013,08-09-2013,03-09-2013,5,1,SO55130,20339,2528.33
793,"Road-250 Black, 44",25-08-2013,06-09-2013,01-09-2013,5,1,SO55017,16140,2528.33
708,"Sport-100 Helmet, Black",25-08-2013,06-09-2013,01-09-2013,5,1,SO55017,16140,2528.33
716,"Long-Sleeve Logo Jersey, XL",25-08-2013,06-09-2013,01-09-2013,5,1,SO55017,16140,2528.33
793,"Road-250 Black, 44",15-10-2013,27-10-2013,22-10-2013,5,1,SO58058,20385,2528.33
711,"Sport-100 Helmet, Blue",15-10-2013,27-10-2013,22-10-2013,5,1,SO58058,20385,2528.33
716,"Long-Sleeve Logo Jersey, XL",15-10-2013,27-10-2013,22-10-2013,5,1,SO58058,20385,2528.33
792,"Road-250 Red, 58",05-10-2013,17-10-2013,12-10-2013,5,1,SO57515,20412,2528.33
708,"Sport-100 Helmet, Black",05-10-2013,17-10-2013,12-10-2013,5,1,SO57515,20412,2528.33
714,"Long-Sleeve Logo Jersey, M",05-10-2013,17-10-2013,12-10-2013,5,1,SO57515,20412,2528.33
956,"Touring-1000 Yellow, 54",23-12-2013,04-01-2014,30-12-2013,5,1,SO62682,26057,2527.52
923,Touring Tire Tube,23-12-2013,04-01-2014,30-12-2013,5,1,SO62682,26057,2527.52
934,Touring Tire,23-12-2013,04-01-2014,30-12-2013,5,1,SO62682,26057,2527.52
707,"Sport-100 Helmet, Red",23-12-2013,04-01-2014,30-12-2013,5,1,SO62682,26057,2527.52
715,"Long-Sleeve Logo Jersey, L",23-12-2013,04-01-2014,30-12-2013,5,1,SO62682,26057,2527.52
859,"Half-Finger Gloves, M",23-12-2013,04-01-2014,30-12-2013,5,1,SO62682,26057,2527.52
792,"Road-250 Red, 58",29-08-2013,10-09-2013,05-09-2013,5,1,SO55188,27924,2525.94
933,HL Road Tire,29-08-2013,10-09-2013,05-09-2013,5,1,SO55188,27924,2525.94
716,"Long-Sleeve Logo Jersey, XL",29-08-2013,10-09-2013,05-09-2013,5,1,SO55188,27924,2525.94
796,"Road-250 Black, 58",13-06-2013,25-06-2013,20-06-2013,5,1,SO51414,16231,2525.94
933,HL Road Tire,13-06-2013,25-06-2013,20-06-2013,5,1,SO51414,16231,2525.94
715,"Long-Sleeve Logo Jersey, L",13-06-2013,25-06-2013,20-06-2013,5,1,SO51414,16231,2525.94
794,"Road-250 Black, 48",22-07-2013,03-08-2013,29-07-2013,5,1,SO52963,18273,2525.94
933,HL Road Tire,22-07-2013,03-08-2013,29-07-2013,5,1,SO52963,18273,2525.94
714,"Long-Sleeve Logo Jersey, M",22-07-2013,03-08-2013,29-07-2013,5,1,SO52963,18273,2525.94
793,"Road-250 Black, 44",14-10-2013,26-10-2013,21-10-2013,5,1,SO57964,19511,2523.92
922,Road Tire Tube,14-10-2013,26-10-2013,21-10-2013,5,1,SO57964,19511,2523.92
933,HL Road Tire,14-10-2013,26-10-2013,21-10-2013,5,1,SO57964,19511,2523.92
707,"Sport-100 Helmet, Red",14-10-2013,26-10-2013,21-10-2013,5,1,SO57964,19511,2523.92
712,AWC Logo Cap,14-10-2013,26-10-2013,21-10-2013,5,1,SO57964,19511,2523.92
793,"Road-250 Black, 44",02-11-2013,14-11-2013,09-11-2013,5,1,SO59319,20476,2521.31
870,Water Bottle - 30 oz.,02-11-2013,14-11-2013,09-11-2013,5,1,SO59319,20476,2521.31
872,Road Bottle Cage,02-11-2013,14-11-2013,09-11-2013,5,1,SO59319,20476,2521.31
880,Hydration Pack - 70 oz.,02-11-2013,14-11-2013,09-11-2013,5,1,SO59319,20476,2521.31
875,"Racing Socks, L",02-11-2013,14-11-2013,09-11-2013,5,1,SO59319,20476,2521.31
796,"Road-250 Black, 58",12-09-2013,24-09-2013,19-09-2013,5,1,SO56103,20345,2520.83
872,Road Bottle Cage,12-09-2013,24-09-2013,19-09-2013,5,1,SO56103,20345,2520.83
870,Water Bottle - 30 oz.,12-09-2013,24-09-2013,19-09-2013,5,1,SO56103,20345,2520.83
866,"Classic Vest, L",12-09-2013,24-09-2013,19-09-2013,5,1,SO56103,20345,2520.83
793,"Road-250 Black, 44",17-07-2013,29-07-2013,24-07-2013,5,1,SO52726,16740,2520.83
872,Road Bottle Cage,17-07-2013,29-07-2013,24-07-2013,5,1,SO52726,16740,2520.83
865,"Classic Vest, M",17-07-2013,29-07-2013,24-07-2013,5,1,SO52726,16740,2520.83
870,Water Bottle - 30 oz.,17-07-2013,29-07-2013,24-07-2013,5,1,SO52726,16740,2520.83
793,"Road-250 Black, 44",22-06-2013,04-07-2013,29-06-2013,5,1,SO51546,26381,2520.83
870,Water Bottle - 30 oz.,22-06-2013,04-07-2013,29-06-2013,5,1,SO51546,26381,2520.83
872,Road Bottle Cage,22-06-2013,04-07-2013,29-06-2013,5,1,SO51546,26381,2520.83
864,"Classic Vest, S",22-06-2013,04-07-2013,29-06-2013,5,1,SO51546,26381,2520.83
794,"Road-250 Black, 48",26-11-2013,08-12-2013,03-12-2013,5,1,SO60936,19970,2520.83
872,Road Bottle Cage,26-11-2013,08-12-2013,03-12-2013,5,1,SO60936,19970,2520.83
870,Water Bottle - 30 oz.,26-11-2013,08-12-2013,03-12-2013,5,1,SO60936,19970,2520.83
865,"Classic Vest, M",26-11-2013,08-12-2013,03-12-2013,5,1,SO60936,19970,2520.83
795,"Road-250 Black, 52",16-11-2013,28-11-2013,23-11-2013,5,1,SO60261,24860,2520.31
872,Road Bottle Cage,16-11-2013,28-11-2013,23-11-2013,5,1,SO60261,24860,2520.31
870,Water Bottle - 30 oz.,16-11-2013,28-11-2013,23-11-2013,5,1,SO60261,24860,2520.31
884,"Short-Sleeve Classic Jersey, XL",16-11-2013,28-11-2013,23-11-2013,5,1,SO60261,24860,2520.31
712,AWC Logo Cap,16-11-2013,28-11-2013,23-11-2013,5,1,SO60261,24860,2520.31
792,"Road-250 Red, 58",10-06-2013,22-06-2013,17-06-2013,5,1,SO51359,18240,2520.31
872,Road Bottle Cage,10-06-2013,22-06-2013,17-06-2013,5,1,SO51359,18240,2520.31
870,Water Bottle - 30 oz.,10-06-2013,22-06-2013,17-06-2013,5,1,SO51359,18240,2520.31
884,"Short-Sleeve Classic Jersey, XL",10-06-2013,22-06-2013,17-06-2013,5,1,SO51359,18240,2520.31
712,AWC Logo Cap,10-06-2013,22-06-2013,17-06-2013,5,1,SO51359,18240,2520.31
794,"Road-250 Black, 48",17-08-2013,29-08-2013,24-08-2013,5,1,SO54579,18710,2520.31
872,Road Bottle Cage,17-08-2013,29-08-2013,24-08-2013,5,1,SO54579,18710,2520.31
870,Water Bottle - 30 oz.,17-08-2013,29-08-2013,24-08-2013,5,1,SO54579,18710,2520.31
884,"Short-Sleeve Classic Jersey, XL",17-08-2013,29-08-2013,24-08-2013,5,1,SO54579,18710,2520.31
712,AWC Logo Cap,17-08-2013,29-08-2013,24-08-2013,5,1,SO54579,18710,2520.31
795,"Road-250 Black, 52",21-10-2013,02-11-2013,28-10-2013,5,1,SO58399,19794,2520.31
870,Water Bottle - 30 oz.,21-10-2013,02-11-2013,28-10-2013,5,1,SO58399,19794,2520.31
872,Road Bottle Cage,21-10-2013,02-11-2013,28-10-2013,5,1,SO58399,19794,2520.31
882,"Short-Sleeve Classic Jersey, M",21-10-2013,02-11-2013,28-10-2013,5,1,SO58399,19794,2520.31
712,AWC Logo Cap,21-10-2013,02-11-2013,28-10-2013,5,1,SO58399,19794,2520.31
793,"Road-250 Black, 44",24-08-2013,05-09-2013,31-08-2013,5,1,SO54972,18709,2520.27
872,Road Bottle Cage,24-08-2013,05-09-2013,31-08-2013,5,1,SO54972,18709,2520.27
870,Water Bottle - 30 oz.,24-08-2013,05-09-2013,31-08-2013,5,1,SO54972,18709,2520.27
880,Hydration Pack - 70 oz.,24-08-2013,05-09-2013,31-08-2013,5,1,SO54972,18709,2520.27
877,Bike Wash - Dissolver,24-08-2013,05-09-2013,31-08-2013,5,1,SO54972,18709,2520.27
793,"Road-250 Black, 44",18-11-2013,30-11-2013,25-11-2013,5,1,SO60426,19950,2520.27
872,Road Bottle Cage,18-11-2013,30-11-2013,25-11-2013,5,1,SO60426,19950,2520.27
870,Water Bottle - 30 oz.,18-11-2013,30-11-2013,25-11-2013,5,1,SO60426,19950,2520.27
880,Hydration Pack - 70 oz.,18-11-2013,30-11-2013,25-11-2013,5,1,SO60426,19950,2520.27
877,Bike Wash - Dissolver,18-11-2013,30-11-2013,25-11-2013,5,1,SO60426,19950,2520.27
796,"Road-250 Black, 58",06-12-2013,18-12-2013,13-12-2013,5,1,SO61602,22595,2519.93
933,HL Road Tire,06-12-2013,18-12-2013,13-12-2013,5,1,SO61602,22595,2519.93
711,"Sport-100 Helmet, Blue",06-12-2013,18-12-2013,13-12-2013,5,1,SO61602,22595,2519.93
712,AWC Logo Cap,06-12-2013,18-12-2013,13-12-2013,5,1,SO61602,22595,2519.93
779,"Mountain-200 Silver, 38",24-11-2013,06-12-2013,01-12-2013,5,1,SO60813,13472,2518.98
921,Mountain Tire Tube,24-11-2013,06-12-2013,01-12-2013,5,1,SO60813,13472,2518.98
930,HL Mountain Tire,24-11-2013,06-12-2013,01-12-2013,5,1,SO60813,13472,2518.98
879,All-Purpose Bike Stand,24-11-2013,06-12-2013,01-12-2013,5,1,SO60813,13472,2518.98
795,"Road-250 Black, 52",12-09-2013,24-09-2013,19-09-2013,5,1,SO56112,19595,2516.81
872,Road Bottle Cage,12-09-2013,24-09-2013,19-09-2013,5,1,SO56112,19595,2516.81
870,Water Bottle - 30 oz.,12-09-2013,24-09-2013,19-09-2013,5,1,SO56112,19595,2516.81
708,"Sport-100 Helmet, Black",12-09-2013,24-09-2013,19-09-2013,5,1,SO56112,19595,2516.81
860,"Half-Finger Gloves, L",12-09-2013,24-09-2013,19-09-2013,5,1,SO56112,19595,2516.81
795,"Road-250 Black, 52",24-09-2013,06-10-2013,01-10-2013,5,1,SO56750,18928,2516.81
