TerritoryID,SalesOrderID,Region,CountryCode,Group,TotalSales
4,61211,Southwest,US,North America,23412.8828
1,53493,Northwest,US,North America,23384.652
4,49538,Southwest,US,North America,23383.1281
1,50671,Northwest,US,North America,22994.9099
5,50293,Southeast,US,North America,22957.5775
9,63225,Australia,AU,Pacific,22806.306
6,61204,Canada,CA,North America,22748.73
10,51084,United Kingdom,GB,Europe,22690.4492
4,49523,Southwest,US,North America,22612.411
10,61238,United Kingdom,GB,Europe,22608.8577
5,61228,Southeast,US,North America,22453.7528
1,63148,Northwest,US,North America,22161.828
4,51827,Southwest,US,North America,22147.2853
4,50724,Southwest,US,North America,22106.9986
5,63181,Southeast,US,North America,21969.69
6,51699,Canada,CA,North America,21892.136
7,57058,France,FR,Europe,21595.368
4,63180,Southwest,US,North America,21534.168
4,63263,Southwest,US,North America,21524.142
4,58979,Southwest,US,North America,21423.324
1,53469,Northwest,US,North America,21393.5597
1,63202,Northwest,US,North America,21306.444
4,58982,Southwest,US,North America,21305.646
6,61222,Canada,CA,North America,21286.536
2,63182,Northeast,US,North America,21200.016
6,61177,Canada,CA,North America,21131.946
4,53538,Southwest,US,North America,20607.78
6,49484,Canada,CA,North America,20587.4764
10,51815,United Kingdom,GB,Europe,20455.5812
5,51831,Southeast,US,North America,20403.594
2,50243,Northeast,US,North America,20139.2416
4,59029,Southwest,US,North America,19921.8961
2,63167,Northeast,US,North America,19702.746
7,49504,France,FR,Europe,19662.661
2,57087,Northeast,US,North America,19598.028
6,63128,Canada,CA,North America,19361.634
3,49512,Central,US,North America,19309.8372
1,58916,Northwest,US,North America,19078.47
1,49494,Northwest,US,North America,18993.1049
4,58984,Southwest,US,North America,18959.586
5,50315,Southeast,US,North America,18868.8352
9,57187,Australia,AU,Pacific,18787.878
2,61239,Northeast,US,North America,18775.686
6,63140,Canada,CA,North America,18455.454
9,57032,Australia,AU,Pacific,18243.51
2,57125,Northeast,US,North America,18230.4641
8,57133,Germany,DE,Europe,18144.66
6,57070,Canada,CA,North America,18136.95
9,51710,Australia,AU,Pacific,18061.4216
6,57103,Canada,CA,North America,17844.474
9,53492,Australia,AU,Pacific,17746.2521
3,59016,Central,US,North America,17744.274
2,49476,Northeast,US,North America,17725.0947
2,63175,Northeast,US,North America,17628.69
4,49540,Southwest,US,North America,17254.0031
2,51770,Northeast,US,North America,17235.8129
10,63218,United Kingdom,GB,Europe,17193.546
1,50678,Northwest,US,North America,16810.2243
4,53539,Southwest,US,North America,16674.9572
6,51786,Canada,CA,North America,15842.6141
2,51776,Northeast,US,North America,15681.3497
4,59014,Southwest,US,North America,15380.646
4,53607,Southwest,US,North America,15368.3048
6,63239,Canada,CA,North America,15360.972
1,58940,Northwest,US,North America,15345.36
2,57164,Northeast,US,North America,15310.32
2,51790,Northeast,US,North America,15148.1025
4,49472,Southwest,US,North America,14819.6397
3,61210,Central,US,North America,14805.5231
1,51145,Northwest,US,North America,14614.3177
4,61243,Southwest,US,North America,14608.224
3,63123,Central,US,North America,14478.162
6,61232,Canada,CA,North America,14427.738
3,51717,Central,US,North America,14366.49
9,51806,Australia,AU,Pacific,14267.0691
4,50249,Southwest,US,North America,14251.5357
8,51835,Germany,DE,Europe,14124.1711
4,50721,Southwest,US,North America,13976.0223
7,58968,France,FR,Europe,13938.87
5,49473,Southeast,US,North America,13841.621
3,61240,Central,US,North America,13804.8356
4,61236,Southwest,US,North America,13721.79
2,49446,Northeast,US,North America,13624.026
4,53476,Southwest,US,North America,13119.4132
